Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2016-12-09,Hyderabad,63.73,106.83,9.61,60.81,12.1,17.46,0.29,30.48,62.7,0.02,0.08,0.22,126.0,Moderate
2016-12-10,Gurugram,162.03,,7.87,10.34,,,,3.24,11.3,3.14,29.74,,368.0,Very Poor
2016-12-11,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,235.5,
2016-12-12,Hyderabad,48.86,104.26,11.21,58.18,11.72,26.45,0.45,46.34,45.44,0.02,0.49,0.13,103.0,Moderate
2016-12-13,Visakhapatnam,48.07,84.67,3.86,18.08,13.73,10.72,0.96,32.54,93.76,4.34,4.75,2.23,117.0,Moderate
2016-12-14,Mumbai,,,,,,,0.0,,,,,,240.5,
2016-12-15,Lucknow,188.21,,51.21,54.76,,,3.04,9.72,42.66,3.13,10.12,,364.0,Very Poor
2016-12-16,Delhi,200.78,443.63,137.47,85.26,53.52,42.38,1.45,23.5,33.68,7.66,17.03,,390.0,Very Poor
2016-12-17,Hyderabad,56.65,95.79,18.38,60.92,14.28,31.24,0.47,34.23,40.88,0.05,1.14,0.57,117.0,Moderate
2016-12-18,Gurugram,197.63,,7.93,10.98,,,,3.91,21.9,3.44,34.31,,361.0,Very Poor
2016-12-19,Visakhapatnam,64.2,104.71,25.37,74.72,56.34,14.22,1.55,18.98,56.84,9.29,14.33,11.82,119.0,Moderate
2016-12-20,Lucknow,212.41,,11.52,51.85,,,1.52,10.33,61.73,3.77,15.39,,370.0,Very Poor
2016-12-21,Patna,420.88,,97.13,35.34,132.49,,4.14,8.37,7.06,0.38,1.2,0.98,500.0,Severe
2016-12-22,Patna,466.48,,100.19,36.53,136.84,,4.18,12.42,5.45,0.4,1.36,1.14,568.0,Severe
2016-12-23,Chennai,,,,,,,0.0,,,0.0,0.0,,489.0,
2016-12-24,Lucknow,276.9,,86.91,72.76,,,3.01,9.1,51.97,8.31,20.96,,410.0,Severe
2016-12-25,Gurugram,207.85,,7.99,10.58,,,,1.74,13.46,3.77,37.75,,399.0,Very Poor
2016-12-26,Patna,274.23,,31.48,19.14,50.62,,2.41,6.63,3.24,0.29,0.77,0.46,453.0,Severe
2016-12-27,Chennai,,,,,,,0.0,,,0.0,0.0,,454.0,
2016-12-28,Delhi,273.82,515.41,192.34,129.41,67.59,60.4,1.61,26.1,40.19,7.04,16.43,,455.0,Severe
2016-12-29,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,413.0,
2016-12-30,Lucknow,184.15,,24.52,40.82,,,1.51,9.27,29.16,5.17,9.25,,371.0,Very Poor
2016-12-31,Gurugram,203.77,,7.68,10.43,,,23.77,4.6,7.32,3.04,29.1,,394.0,Very Poor
2017-01-01,Gurugram,216.51,,7.89,10.67,,,21.61,7.48,13.66,2.9,28.98,,385.0,Very Poor
2017-01-02,Mumbai,,,,,,,0.0,,,,,,379.0,
2017-01-03,Delhi,255.33,390.67,155.29,90.79,53.89,58.97,1.28,25.33,42.9,7.65,13.96,,373.0,Very Poor
2017-01-04,Mumbai,,,,,,,0.0,,,,,,356.0,
2017-01-05,Patna,205.62,,36.6,17.87,54.46,,2.31,9.2,5.19,0.21,0.6,0.33,339.0,Very Poor
2017-01-06,Hyderabad,75.89,147.99,12.09,69.76,15.64,23.85,0.0,34.18,36.8,0.04,0.78,0.29,158.0,Moderate
2017-01-07,Lucknow,181.88,,17.55,37.62,,,1.89,6.88,29.13,3.61,8.46,,346.0,Very Poor
2017-01-08,Hyderabad,62.34,100.56,10.32,34.38,8.88,15.23,0.0,3.21,52.76,0.02,0.2,0.05,102.0,Moderate
2017-01-09,Mumbai,,,,,,,0.0,,,,,,116.0,
2017-01-10,Bengaluru,74.1,125.23,4.58,37.38,0.0,24.92,0.61,5.51,59.48,4.82,4.63,,130.0,Moderate
2017-01-11,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,221.5,
2017-01-12,Patna,138.12,,22.26,32.3,54.55,,1.72,9.79,16.93,0.17,0.6,0.32,313.0,Very Poor
2017-01-13,Hyderabad,108.41,166.25,10.43,49.01,11.51,26.15,0.0,16.8,43.54,0.06,0.94,0.08,281.0,Poor
2017-01-14,Chennai,69.97,,6.35,13.38,11.75,,0.1,2.81,46.92,0.28,0.02,,146.0,Moderate
2017-01-15,Bengaluru,26.3,,1.37,11.83,0.0,23.31,0.0,3.07,58.37,1.86,1.21,,71.0,Satisfactory
2017-01-16,Hyderabad,83.39,140.24,14.4,52.77,12.14,19.03,0.0,21.93,30.43,0.06,0.85,0.07,184.0,Moderate
2017-01-17,Gurugram,158.05,,5.38,10.25,,,0.64,4.7,14.22,2.71,26.92,,345.0,Very Poor
2017-01-18,Visakhapatnam,62.88,102.81,19.8,70.47,50.17,14.2,1.48,15.37,60.23,0.0,0.0,0.0,124.0,Moderate
2017-01-19,Chennai,50.27,,6.76,14.4,12.56,,0.12,2.01,43.31,0.18,0.02,,76.0,Satisfactory
2017-01-20,Gurugram,137.01,,6.63,9.88,,,0.72,6.62,3.72,3.52,35.18,,302.0,Very Poor
2017-01-21,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,207.5,
2017-01-22,Hyderabad,60.61,111.85,10.06,49.44,16.53,15.71,0.0,6.68,53.25,0.02,0.46,0.3,113.0,Moderate
2017-01-23,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,131.33333333333334,
2017-01-24,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,149.66666666666666,
2017-01-25,Bengaluru,34.96,114.94,7.97,41.5,0.0,23.3,6.42,4.81,49.67,2.57,1.42,,168.0,Moderate
2017-01-26,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,126.66666666666666,
2017-01-27,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,85.33333333333333,
2017-01-28,Chennai,21.64,,5.13,8.15,8.3,,0.0,1.76,11.14,0.04,0.08,,44.0,Good
2017-01-29,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,52.666666666666664,
2017-01-30,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,61.33333333333333,
2017-01-31,Chennai,100.68,,3.15,9.77,7.61,,0.01,2.52,39.08,0.12,0.0,,70.0,Satisfactory
2017-02-01,Patna,155.23,,36.26,36.71,72.97,,1.52,1.29,12.59,0.16,0.64,0.27,315.0,Very Poor
2017-02-02,Lucknow,207.97,,75.8,54.15,73.63,,3.91,10.81,48.13,4.39,10.22,,383.0,Very Poor
2017-02-03,Gurugram,289.36,,195.71,362.21,,,1.16,11.09,17.89,3.98,39.82,,443.0,Severe
2017-02-04,Visakhapatnam,96.96,170.32,36.16,44.16,52.84,12.37,1.87,20.63,32.07,9.81,18.91,6.84,255.0,Poor
2017-02-05,Bengaluru,29.93,,1.63,19.93,0.0,20.54,11.68,2.93,58.61,2.48,1.55,,269.0,Poor
2017-02-06,Bengaluru,32.73,117.9,7.98,45.2,0.0,21.39,15.22,4.71,60.34,3.02,2.18,,273.0,Poor
2017-02-07,Delhi,77.85,218.27,31.01,55.29,34.25,28.73,0.62,16.07,36.12,2.5,5.44,,263.0,Poor
2017-02-08,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,223.0,
2017-02-09,Chennai,91.75,,8.27,18.12,15.51,,0.0,3.88,43.21,0.23,0.08,,183.0,Moderate
2017-02-10,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,149.0,
2017-02-11,Hyderabad,41.77,,6.28,27.85,3.04,13.23,0.0,1.8,64.54,0.0,0.03,0.0,115.0,Moderate
2017-02-12,Chennai,56.6,,5.56,11.82,10.42,,0.06,3.51,39.34,0.04,0.09,,126.0,Moderate
2017-02-13,Patna,,,,,,,,,,,,,131.5,
2017-02-14,Hyderabad,62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,0.03,0.37,0.06,137.0,Moderate
2017-02-15,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,239.0,
2017-02-16,Lucknow,197.39,,24.03,52.52,,,2.31,10.66,94.62,3.19,10.88,,341.0,Very Poor
2017-02-17,Lucknow,237.51,,28.05,45.82,,,2.52,7.01,72.86,3.54,8.45,,378.0,Very Poor
2017-02-18,Visakhapatnam,90.56,171.09,28.42,50.92,46.29,12.55,1.48,15.12,40.75,6.8,14.97,2.16,191.0,Moderate
2017-02-19,Delhi,109.38,364.83,105.3,68.84,64.27,75.4,0.78,18.33,29.1,3.12,6.7,,274.0,Poor
2017-02-20,Bengaluru,53.85,115.91,21.36,95.12,0.0,22.25,1.14,10.75,,,0.0,,90.0,Satisfactory
2017-02-21,Patna,,,,,,,,,,,,,98.0,
2017-02-22,Bengaluru,42.13,116.85,9.87,51.89,0.0,21.67,1.11,17.04,66.01,4.17,4.38,,106.0,Moderate
2017-02-23,Lucknow,93.39,,9.07,26.39,,,1.36,7.65,122.82,2.58,6.79,,223.0,Poor
2017-02-24,Hyderabad,68.68,178.16,14.91,44.73,14.36,41.8,0.21,30.71,56.79,0.27,5.19,1.92,183.0,Moderate
2017-02-25,Patna,,,,,,,,,,,,,155.0,
2017-02-26,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,127.0,
2017-02-27,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,99.0,
2017-02-28,Bengaluru,31.19,87.32,8.91,43.09,0.0,22.97,0.46,6.84,27.08,2.18,1.88,,71.0,Satisfactory
2017-03-01,Gurugram,122.11,,3.91,13.98,,,0.76,13.01,30.88,0.03,2.57,,310.0,Very Poor
2017-03-02,Lucknow,147.23,,43.63,33.49,,,2.1,6.82,40.72,3.44,9.34,,342.0,Very Poor
2017-03-03,Amritsar,19.7,33.08,9.91,3.13,,1.15,0.37,14.29,22.22,,,,98.0,Satisfactory
2017-03-04,Gurugram,92.77,,7.95,17.8,,,0.56,9.13,54.11,0.03,3.44,,226.0,Poor
2017-03-05,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,190.0,
2017-03-06,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,154.0,
2017-03-07,Visakhapatnam,24.57,58.88,17.16,18.35,23.66,8.27,1.08,8.84,11.06,2.66,4.88,0.96,118.0,Moderate
2017-03-08,Amritsar,41.23,52.75,11.18,7.88,,2.51,0.39,21.4,22.44,,,,71.0,Satisfactory
2017-03-09,Patna,185.6,,87.74,94.13,181.86,,2.3,2.24,22.15,0.25,0.92,0.76,314.0,Very Poor
2017-03-10,Patna,169.79,,120.23,91.24,211.47,,1.89,2.26,14.82,0.2,0.75,0.51,356.0,Very Poor
2017-03-11,Hyderabad,30.33,111.84,9.63,33.13,10.18,8.95,0.11,12.9,43.3,0.06,1.02,0.57,108.0,Moderate
2017-03-12,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,88.5,
2017-03-13,Amritsar,41.36,77.43,11.4,25.88,,11.71,0.0,4.75,20.27,,,,69.0,Satisfactory
2017-03-14,Patna,70.14,,27.38,76.12,103.5,,0.96,2.0,28.34,0.09,0.49,0.16,233.0,
2017-03-15,Delhi,112.71,319.97,59.15,42.06,30.58,37.36,0.45,23.96,32.01,3.83,9.02,,397.0,Very Poor
2017-03-16,Patna,86.64,,13.7,38.53,47.02,,1.16,1.93,23.97,0.13,0.59,0.34,307.6666666666667,
2017-03-17,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,218.33333333333334,
2017-03-18,Visakhapatnam,47.45,99.17,13.13,23.88,23.33,9.84,1.02,10.64,17.6,3.89,11.04,3.79,129.0,Moderate
2017-03-19,Delhi,120.43,350.42,80.86,51.65,41.4,43.17,0.81,22.89,31.83,4.4,9.77,,342.0,Very Poor
2017-03-20,Hyderabad,52.04,186.28,15.13,43.35,12.52,41.5,0.19,24.0,25.22,0.2,2.61,0.43,144.0,Moderate
2017-03-21,Amritsar,56.39,92.68,10.42,26.26,,12.67,0.0,2.97,19.83,,,,100.0,Satisfactory
2017-03-22,Bengaluru,43.96,105.81,6.52,32.28,0.0,23.98,0.55,6.87,36.22,2.42,4.92,,74.0,Satisfactory
2017-03-23,Lucknow,172.13,,14.32,40.43,,,1.89,6.72,79.98,3.03,8.69,,325.0,Very Poor
2017-03-24,Delhi,149.42,282.88,45.21,79.52,32.77,76.02,0.68,22.09,19.74,1.7,3.68,,359.0,Very Poor
2017-03-25,Lucknow,118.0,,8.36,27.9,,,1.83,7.5,63.47,2.59,7.25,,329.0,Very Poor
2017-03-26,Chennai,74.46,,3.73,11.05,8.01,,0.0,3.46,29.09,0.06,0.0,,158.0,Moderate
2017-03-27,Lucknow,122.3,,9.78,37.1,,,1.56,8.05,92.53,3.01,8.71,,254.0,Poor
2017-03-28,Bengaluru,55.94,105.81,4.71,30.4,0.0,25.2,0.25,4.77,40.7,3.39,2.75,,82.0,Satisfactory
2017-03-29,Gurugram,151.9,,4.45,10.8,,,0.58,13.33,41.44,0.03,2.59,,331.0,Very Poor
2017-03-30,Chennai,37.42,,5.71,9.94,9.66,,0.09,4.92,20.26,2.37,2.35,,80.0,Satisfactory
2017-03-31,Gurugram,89.33,,4.71,10.88,,,0.59,15.84,50.45,0.03,3.27,,186.0,Moderate
2017-04-01,Delhi,105.71,291.02,84.88,81.75,63.72,68.33,0.52,20.05,22.94,2.85,6.71,,341.0,Very Poor
2017-04-02,Ahmedabad,,,,,,,,,,,,,229.0,
2017-04-03,Bengaluru,39.37,106.07,9.79,41.21,0.0,26.81,0.68,2.79,68.42,2.01,1.43,,117.0,Moderate
2017-04-04,Gurugram,107.34,,3.47,9.99,,,0.54,18.42,37.62,0.02,2.27,,272.0,Poor
2017-04-05,Patna,58.75,,4.24,10.7,14.95,,1.21,3.99,13.35,0.06,0.48,0.09,139.0,Moderate
2017-04-06,Amritsar,,,,,,,,,,,,,59.0,Satisfactory
2017-04-07,Hyderabad,48.68,119.71,9.41,32.91,10.06,14.76,0.14,9.66,48.79,0.05,0.77,0.24,136.0,Moderate
2017-04-08,Gurugram,83.21,,1.46,6.07,,,0.57,17.09,49.3,0.02,2.17,,307.0,Very Poor
2017-04-09,Gurugram,143.02,,1.56,9.81,,,0.49,15.85,72.77,0.02,2.15,,304.0,Very Poor
2017-04-10,Visakhapatnam,43.29,90.62,20.94,12.27,22.22,17.5,2.62,16.4,10.55,5.23,10.37,3.15,312.5,
2017-04-11,Gurugram,104.07,,5.14,10.61,,,0.56,29.11,72.13,0.02,1.36,,321.0,Very Poor
2017-04-12,Amritsar,33.11,58.18,12.64,19.74,,28.98,0.0,1.1,15.98,,,,63.0,Satisfactory
2017-04-13,Patna,106.25,,6.59,20.17,26.76,,1.68,4.95,19.66,0.07,0.49,0.09,261.0,Poor
2017-04-14,Amritsar,25.84,28.59,12.4,21.97,,29.11,0.0,2.6,28.36,,,,61.0,Satisfactory
2017-04-15,Patna,,,,,,,0.0,,,0.0,0.0,0.0,57.0,
2017-04-16,Amritsar,33.02,45.93,11.88,20.9,,28.81,0.0,11.78,31.99,,,,53.0,Satisfactory
2017-04-17,Gurugram,208.88,,3.35,8.57,,,0.7,13.63,58.26,0.02,2.12,,328.0,Very Poor
2017-04-18,Hyderabad,70.99,219.74,10.84,45.1,13.09,23.76,0.25,22.43,56.8,0.26,1.54,0.57,191.0,Moderate
2017-04-19,Patna,,,,,,,,,,,,,136.0,
2017-04-20,Bengaluru,29.75,56.29,5.45,24.78,0.0,28.87,0.43,4.71,47.22,2.53,1.39,,81.0,Satisfactory
2017-04-21,Hyderabad,45.5,146.01,9.86,37.88,11.26,26.61,0.13,15.64,48.44,0.09,1.09,0.26,136.0,Moderate
2017-04-22,Visakhapatnam,,,,,0.0,,0.0,,,0.0,0.0,0.0,118.5,
2017-04-23,Patna,,,,,,,,,,,,,101.0,
2017-04-24,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,83.5,
2017-04-25,Bengaluru,29.88,108.62,3.54,31.4,0.0,28.23,0.19,3.52,27.0,1.53,1.12,,66.0,Satisfactory
2017-04-26,Gurugram,89.69,,5.15,13.43,,,0.47,14.79,54.0,0.03,2.97,,212.0,Poor
2017-04-27,Hyderabad,63.36,195.29,12.52,45.42,15.74,36.73,0.19,22.7,48.36,0.2,2.02,0.67,171.0,Moderate
2017-04-28,Gurugram,174.87,,5.45,13.26,,,0.49,22.07,42.62,0.02,2.41,,387.0,Very Poor
2017-04-29,Hyderabad,27.39,97.09,6.2,29.07,8.18,38.26,0.09,10.98,59.6,0.08,0.94,0.23,127.0,Moderate
2017-04-30,Lucknow,83.5,,12.28,46.16,,,3.23,5.54,127.74,2.0,5.18,,302.0,Very Poor
2017-05-01,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,181.0,
2017-05-02,Bengaluru,24.2,78.44,8.2,41.08,0.0,26.1,0.35,4.88,24.89,0.92,0.85,,60.0,Satisfactory
2017-05-03,Delhi,145.74,367.73,62.01,97.21,58.52,44.27,1.06,54.83,43.78,3.15,16.32,,419.0,Severe
2017-05-04,Ahmedabad,,,,,,,,,,,,,320.0,
2017-05-05,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,221.0,
2017-05-06,Hyderabad,38.11,89.14,5.12,25.56,7.62,24.02,0.11,11.54,50.37,0.03,0.64,0.17,122.0,Moderate
2017-05-07,Amritsar,105.49,125.37,14.23,16.7,,30.52,0.0,18.78,14.66,,,,123.0,Moderate
2017-05-08,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,261.5,
2017-05-09,Delhi,109.76,334.65,24.91,65.21,35.7,36.69,0.64,36.94,43.99,2.73,21.07,,400.0,Very Poor
2017-05-10,Delhi,74.42,242.54,11.75,46.48,21.01,34.59,0.6,35.61,61.69,1.94,14.05,,223.0,Poor
2017-05-11,Lucknow,71.62,,7.79,35.11,6.24,,1.37,3.88,67.61,2.37,3.69,,125.0,Moderate
2017-05-12,Visakhapatnam,,,,,0.0,,0.0,,,0.0,0.0,0.0,104.5,
2017-05-13,Hyderabad,36.41,94.82,5.08,38.77,11.38,25.46,0.14,5.92,45.63,0.04,0.71,0.15,84.0,Satisfactory
2017-05-14,Jorapokhar,,194.08,7.67,10.02,,,0.43,28.22,28.14,,,,176.0,Moderate
2017-05-15,Chennai,73.27,,3.85,12.14,9.77,,0.18,7.98,81.71,0.05,0.06,,165.0,Moderate
2017-05-16,Jorapokhar,,92.3,7.53,8.47,,,0.27,22.19,50.94,,,,114.0,Moderate
2017-05-17,Bengaluru,22.93,65.3,3.62,26.74,0.0,18.17,0.38,3.73,45.09,1.03,0.91,,67.0,Satisfactory
2017-05-18,Bengaluru,36.58,59.73,4.78,27.92,0.0,15.07,0.66,3.32,13.13,1.06,0.98,,70.0,Satisfactory
2017-05-19,Patna,,,,,,,0.0,,,0.0,0.0,0.0,202.0,
2017-05-20,Delhi,233.82,352.76,58.84,59.74,41.26,25.31,0.9,36.26,46.67,1.84,11.51,,334.0,Very Poor
2017-05-21,Patna,,,,,,,0.0,,,0.0,0.0,0.0,297.8333333333333,
2017-05-22,Ahmedabad,,,,,,,,,,,,,261.6666666666667,
2017-05-23,Ahmedabad,,,,,,,,,,,,,225.5,
2017-05-24,Ahmedabad,,,,,,,,,,,,,189.33333333333334,
2017-05-25,Ahmedabad,,,,,,,,,,,,,153.16666666666669,
2017-05-26,Jorapokhar,,98.77,8.15,9.9,,,0.28,31.56,6.42,,,,117.0,Moderate
2017-05-27,Lucknow,65.4,,5.64,7.83,6.24,,1.6,4.69,60.87,0.54,0.51,,210.0,Poor
2017-05-28,Bengaluru,19.75,52.33,6.48,25.4,0.0,23.46,0.28,3.66,12.12,0.62,0.59,,41.0,Good
2017-05-29,Chennai,57.25,,4.3,16.49,8.68,,0.15,7.5,29.6,0.03,0.03,,90.0,Satisfactory
2017-05-30,Amritsar,26.47,68.35,10.84,14.04,,27.7,0.0,4.25,28.62,5.16,,,44.0,Good
2017-05-31,Bengaluru,22.87,77.5,4.43,27.67,0.0,23.73,0.17,3.09,9.92,0.65,0.42,,42.0,Good
2017-06-01,Bengaluru,22.79,59.56,5.31,31.62,0.0,23.75,0.68,4.57,10.13,0.68,0.58,,54.0,Satisfactory
2017-06-02,Jorapokhar,,167.86,7.77,9.85,,,0.36,46.82,11.6,,,,119.0,Moderate
2017-06-03,Gurugram,92.71,,5.94,14.66,,,0.37,3.55,15.22,0.03,3.47,,366.0,Very Poor
2017-06-04,Patna,,,,,,,0.0,,,0.0,0.0,0.0,343.5,
2017-06-05,Lucknow,147.38,,7.72,27.01,6.24,,1.36,4.18,27.98,4.06,5.41,,321.0,Very Poor
2017-06-06,Lucknow,54.14,,3.65,13.17,6.24,,1.18,4.66,9.41,2.73,4.17,,221.0,Poor
2017-06-07,Bengaluru,22.94,32.85,7.4,27.88,0.0,23.83,0.53,4.37,10.29,0.82,0.88,,47.0,Good
2017-06-08,Bengaluru,20.75,75.64,3.35,25.47,0.0,23.61,0.59,4.56,14.64,0.84,1.07,,51.0,Satisfactory
2017-06-09,Jorapokhar,,105.49,7.77,9.02,,,0.4,20.14,5.77,,,,125.0,Moderate
2017-06-10,Delhi,64.63,,22.12,80.04,7.62,41.51,0.0,,,0.6,0.0,,143.0,Moderate
2017-06-11,Gurugram,322.88,,5.96,15.76,,,0.5,3.64,39.7,0.03,3.56,,390.0,Very Poor
2017-06-12,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,309.75,
2017-06-13,Visakhapatnam,,,,,0.0,,0.0,,,0.0,0.0,0.0,229.5,
2017-06-14,Ahmedabad,,,,,,,,,,,,,149.25,
2017-06-15,Chennai,48.23,,5.56,10.37,8.1,,0.03,3.58,35.61,0.03,0.04,,69.0,Satisfactory
2017-06-16,Ahmedabad,,,,,,,,,,,,,70.4,
2017-06-17,Visakhapatnam,,,,,0.0,,0.0,,,0.0,0.0,0.0,71.8,
2017-06-18,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,73.2,
2017-06-19,Visakhapatnam,,,,,0.0,,0.0,,,0.0,0.0,0.0,74.6,
2017-06-20,Chennai,45.95,,11.12,9.08,12.29,,0.05,4.05,26.21,0.0,0.0,,76.0,Satisfactory
2017-06-21,Thiruvananthapuram,24.0,36.0,0.7,5.2,3.3,,0.73,4.5,19.1,,,,86.5,
2017-06-22,Lucknow,51.28,,6.61,14.26,,,1.15,4.08,17.81,1.39,2.93,,97.0,Satisfactory
2017-06-23,Bengaluru,24.53,38.64,9.1,30.26,0.0,23.86,0.58,7.02,13.82,0.68,0.54,,54.0,Satisfactory
2017-06-24,Lucknow,72.07,,7.05,20.75,,,1.25,4.64,21.96,2.77,4.57,,152.0,Moderate
2017-06-25,Ahmedabad,,,,,,,,,,,,,125.66666666666667,
2017-06-26,Jorapokhar,,,,,,,,33.22,2.41,,,,99.33333333333334,
2017-06-27,Delhi,36.62,286.38,16.9,54.02,6.56,37.64,0.0,,,0.76,0.0,,73.0,Satisfactory
2017-06-28,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,76.5,
2017-06-29,Lucknow,47.07,,6.99,14.71,,,1.4,4.0,17.99,1.59,2.99,,80.0,Satisfactory
2017-06-30,Patna,,,,,,,0.0,,,0.0,0.0,0.0,106.66666666666667,
2017-07-01,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,133.33333333333334,
2017-07-02,Bengaluru,30.07,110.45,54.79,68.84,0.0,90.01,1.64,6.55,10.47,0.67,1.96,,160.0,Moderate
2017-07-03,Hyderabad,11.8,46.69,12.34,13.33,9.32,3.46,0.17,6.91,32.11,0.1,0.52,0.55,66.0,Satisfactory
2017-07-04,Hyderabad,15.53,48.65,7.46,13.28,6.56,3.57,0.15,13.54,29.3,0.07,0.45,0.18,57.0,Satisfactory
2017-07-05,Visakhapatnam,,,,,0.0,,0.0,,,0.0,0.0,0.0,71.0,
2017-07-06,Delhi,47.17,,18.19,18.32,4.13,24.82,0.0,,,0.1,0.0,,85.0,Satisfactory
2017-07-07,Patna,,,,,,,,,,,,,89.5,
2017-07-08,Chennai,59.81,,4.93,7.7,6.29,,0.17,4.72,14.07,0.1,0.14,,94.0,Satisfactory
2017-07-09,Ahmedabad,,,,,,,,,,,,,76.33333333333333,
2017-07-10,Jorapokhar,,49.74,8.62,14.43,,,0.05,9.98,5.47,,,,58.666666666666664,
2017-07-11,Thiruvananthapuram,8.74,18.65,1.84,5.09,4.21,,0.53,5.05,16.83,,,,41.0,Good
2017-07-12,Jaipur,41.86,0.42,,,,,1.46,9.54,1.54,,,,134.0,Moderate
2017-07-13,Delhi,22.44,,25.51,21.59,4.86,28.03,0.0,,,0.27,0.0,,39.0,Good
2017-07-14,Jorapokhar,,,,,,,,,,,,,60.5,
2017-07-15,Bengaluru,22.43,112.32,16.15,32.43,0.0,26.88,0.6,7.9,47.14,0.73,0.57,,82.0,Satisfactory
2017-07-16,Gurugram,812.49,,1.27,2.31,,,0.25,21.33,58.72,0.02,2.63,,79.6,
2017-07-17,Jorapokhar,,59.05,6.19,11.26,,,0.28,21.7,44.42,,,,77.2,
2017-07-18,Visakhapatnam,,,,,0.0,,0.0,,,0.0,0.0,0.0,74.8,
2017-07-19,Visakhapatnam,,,,,0.0,,0.0,,,0.0,0.0,0.0,72.4,
2017-07-20,Chennai,41.12,,8.08,12.26,10.78,,0.03,4.75,24.56,0.24,0.5,,70.0,Satisfactory
2017-07-21,Delhi,23.12,,20.56,23.67,4.69,26.97,0.0,,,0.33,0.0,,53.0,Satisfactory
2017-07-22,Lucknow,47.17,,14.87,24.2,,,1.52,2.72,10.49,0.5,1.53,,122.0,Moderate
2017-07-23,Visakhapatnam,,,,,0.0,,0.0,,,0.0,0.0,0.0,99.66666666666667,
2017-07-24,Jaipur,11.5,58.7,3.73,25.02,,17.37,0.1,7.57,29.0,0.0,0.0,,77.33333333333334,
2017-07-25,Thiruvananthapuram,16.93,56.6,2.09,6.06,4.93,,0.64,3.97,17.05,,,,55.0,Satisfactory
2017-07-26,Jaipur,28.82,89.59,7.78,24.67,,19.2,0.22,4.77,27.41,0.0,0.28,,89.0,Satisfactory
2017-07-27,Lucknow,47.36,,6.93,14.54,,,12.12,4.42,13.47,1.48,3.08,,149.0,Moderate
2017-07-28,Jaipur,33.62,93.94,7.41,24.74,,18.94,0.17,5.61,37.46,0.0,0.17,,88.0,Satisfactory
2017-07-29,Bengaluru,27.91,88.52,9.68,29.8,0.0,26.99,1.07,4.72,56.82,0.8,1.34,,119.0,Moderate
2017-07-30,Ahmedabad,,,,,,,,,,,,,104.0,
2017-07-31,Bengaluru,27.27,90.24,8.0,28.65,0.0,26.22,0.48,5.23,45.36,0.8,0.82,,89.0,Satisfactory
2017-08-01,Delhi,17.24,,27.25,23.4,5.48,33.36,0.0,,,0.07,0.0,,44.0,Good
2017-08-02,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,46.5,
2017-08-03,Delhi,27.29,,28.58,29.16,7.02,34.14,0.0,,,0.18,0.0,,49.0,Good
2017-08-04,Bengaluru,13.74,62.14,10.46,25.64,0.0,24.15,0.63,5.89,25.85,0.8,0.98,,55.0,Satisfactory
2017-08-05,Mumbai,,,,,,,0.0,,,0.0,0.0,0.0,106.5,
2017-08-06,Lucknow,35.62,,10.99,18.3,,,1.39,4.78,27.85,1.5,3.11,,158.0,Moderate
2017-08-07,Thiruvananthapuram,20.1,48.43,1.8,8.85,6.14,,0.96,4.86,15.6,,,,61.0,Satisfactory
2017-08-08,Thiruvananthapuram,13.97,32.81,1.79,6.53,4.9,,0.99,4.37,18.68,,,,63.0,Satisfactory
2017-08-09,Bengaluru,22.31,92.2,14.25,29.38,0.0,24.68,0.95,5.12,33.6,1.17,1.19,,74.0,Satisfactory
2017-08-10,Hyderabad,14.91,32.93,7.46,11.51,5.8,7.58,0.19,5.41,23.33,0.4,2.62,0.38,71.0,Satisfactory
